rut,cohorte,estado,sigla,creditos,nivel_original,nivel_alumno,nota,oportunidad,estado_aprobacion,max_semestres,label,ultimo_nivel,estado_temporal
382,2012,Eliminado,curso_3,3,1,2,42,2.0,R,12,validos,2,Eliminado
309,2012,Titulado,curso_2,6,1,1,87,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_1,6,1,1,85,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_3,3,1,1,75,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_8,3,2,2,72,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_6,4,2,2,62,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_5,4,2,2,68,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_7,3,2,2,87,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_4,4,2,2,77,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_9,4,3,3,62,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_14,2,3,3,75,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_13,2,3,3,80,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_10,4,3,3,84,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_11,4,3,3,68,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_12,4,3,3,71,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_18,3,4,4,64,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_19,3,4,4,81,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_16,4,4,4,87,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_17,5,4,4,72,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_20,4,4,4,64,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_25,3,5,5,85,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_22,3,5,5,42,2.0,R,12,validos,10,Matriculado
309,2012,Titulado,curso_24,3,5,5,82,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_27,4,5,5,75,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_23,4,5,5,74,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_26,4,5,5,68,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_22,3,5,6,58,2.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_28,3,6,6,71,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_29,4,6,6,64,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_30,3,6,6,74,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_31,4,6,6,64,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_36,3,7,7,72,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_38,4,7,7,65,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_34,3,7,7,70,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_37,3,7,7,65,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_39,3,7,7,68,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_35,3,7,7,67,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_42,4,8,8,75,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_51,3,9,8,77,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_45,4,8,8,57,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_44,4,8,8,71,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_43,3,8,8,60,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_41,2,8,8,71,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_46,4,9,9,72,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_49,4,9,9,70,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_50,4,9,9,72,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_48,3,9,9,75,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_47,3,9,9,64,1.0,A,12,validos,10,Matriculado
309,2012,Titulado,curso_53,4,10,10,78,1.0,A,12,validos,10,Titulado
309,2012,Titulado,curso_54,3,10,10,77,1.0,A,12,validos,10,Titulado
309,2012,Titulado,curso_55,4,10,10,14,1.0,R,12,validos,10,Titulado
333,2012,Desertor,curso_2,6,1,1,42,1.0,R,12,validos,1,Desertor
333,2012,Desertor,curso_1,6,1,1,47,1.0,R,12,validos,1,Desertor
333,2012,Desertor,curso_3,3,1,1,42,1.0,R,12,validos,1,Desertor
36,2012,Matriculado,curso_2,6,1,1,42,2.0,R,12,validos,12,Matriculado
36,2012,Matriculado,curso_1,6,1,1,60,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_3,3,1,1,42,2.0,R,12,validos,12,Matriculado
36,2012,Matriculado,curso_2,6,1,2,65,2.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_3,3,1,2,70,2.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_7,3,2,2,42,2.0,R,12,validos,12,Matriculado
36,2012,Matriculado,curso_4,4,2,2,61,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_9,4,3,3,42,2.0,R,12,validos,12,Matriculado
36,2012,Matriculado,curso_8,3,2,3,80,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_6,4,2,3,42,2.0,R,12,validos,12,Matriculado
36,2012,Matriculado,curso_5,4,2,3,68,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_7,3,2,3,61,2.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_9,4,3,4,85,2.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_14,2,3,4,64,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_6,4,2,4,60,2.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_13,2,3,4,81,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_10,4,3,4,60,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_12,4,3,4,42,2.0,R,12,validos,12,Matriculado
36,2012,Matriculado,curso_19,3,4,5,68,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_24,3,5,5,67,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_16,4,4,5,68,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_17,5,4,5,42,2.0,R,12,validos,12,Matriculado
36,2012,Matriculado,curso_11,4,3,5,57,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_12,4,3,5,64,2.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_18,3,4,6,61,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_25,3,5,6,78,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_22,3,5,6,62,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_17,5,4,6,57,2.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_20,4,4,6,61,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_27,4,5,6,64,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_28,3,6,7,42,2.0,R,12,validos,12,Matriculado
36,2012,Matriculado,curso_23,4,5,7,72,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_26,4,5,7,77,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_31,4,6,7,67,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_39,3,7,8,74,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_28,3,6,8,74,2.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_29,4,6,8,70,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_30,3,6,8,67,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_36,3,7,9,81,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_38,4,7,9,60,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_34,3,7,9,42,2.0,R,12,validos,12,Matriculado
36,2012,Matriculado,curso_37,3,7,9,64,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_35,3,7,9,61,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_51,3,9,10,72,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_45,4,8,10,67,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_34,3,7,10,68,2.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_44,4,8,10,64,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_47,3,9,10,42,2.0,R,12,validos,12,Matriculado
36,2012,Matriculado,curso_41,2,8,10,82,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_42,4,8,11,77,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_46,4,9,11,75,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_43,3,8,11,78,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_48,3,9,11,72,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_47,3,9,11,64,2.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_53,4,10,12,74,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_49,4,9,12,84,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_54,3,10,12,62,1.0,A,12,validos,12,Matriculado
36,2012,Matriculado,curso_50,4,9,12,90,1.0,A,12,validos,12,Matriculado
130,2012,Eliminado,curso_2,6,1,1,44,3.0,R,12,validos,3,Matriculado
130,2012,Eliminado,curso_1,6,1,1,70,1.0,A,12,validos,3,Matriculado
130,2012,Eliminado,curso_3,3,1,1,42,2.0,R,12,validos,3,Matriculado
130,2012,Eliminado,curso_2,6,1,2,44,3.0,R,12,validos,3,Matriculado
130,2012,Eliminado,curso_3,3,1,2,65,2.0,A,12,validos,3,Matriculado
130,2012,Eliminado,curso_7,3,2,2,32,2.0,R,12,validos,3,Matriculado
130,2012,Eliminado,curso_4,4,2,2,40,2.0,R,12,validos,3,Matriculado
130,2012,Eliminado,curso_8,3,2,3,68,1.0,A,12,validos,3,Eliminado
130,2012,Eliminado,curso_2,6,1,3,44,3.0,R,12,validos,3,Eliminado
130,2012,Eliminado,curso_7,3,2,3,32,2.0,R,12,validos,3,Eliminado
130,2012,Eliminado,curso_4,4,2,3,40,2.0,R,12,validos,3,Eliminado
203,2012,Desertor,curso_2,6,1,1,65,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_1,6,1,1,80,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_3,3,1,1,67,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_8,3,2,2,81,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_6,4,2,2,72,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_5,4,2,2,80,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_7,3,2,2,68,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_4,4,2,2,78,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_9,4,3,3,82,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_14,2,3,3,72,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_13,2,3,3,74,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_10,4,3,3,80,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_11,4,3,3,75,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_12,4,3,3,71,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_18,3,4,4,57,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_19,3,4,4,72,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_16,4,4,4,65,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_17,5,4,4,42,2.0,R,12,validos,12,Matriculado
203,2012,Desertor,curso_20,4,4,4,42,2.0,R,12,validos,12,Matriculado
203,2012,Desertor,curso_25,3,5,5,75,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_22,3,5,5,75,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_24,3,5,5,64,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_17,5,4,5,87,2.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_20,4,4,5,82,2.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_27,4,5,5,58,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_28,3,6,6,61,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_23,4,5,6,65,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_26,4,5,6,58,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_31,4,6,6,58,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_34,3,7,7,62,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_37,3,7,7,72,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_39,3,7,7,62,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_29,4,6,7,71,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_42,4,8,8,71,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_36,3,7,8,65,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_43,3,8,8,72,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_41,2,8,8,70,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_30,3,6,8,78,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_35,3,7,8,42,2.0,R,12,validos,12,Matriculado
203,2012,Desertor,curso_38,4,7,9,65,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_46,4,9,9,65,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_49,4,9,9,70,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_35,3,7,9,72,2.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_51,3,9,10,77,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_45,4,8,10,64,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_53,4,10,10,71,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_44,4,8,10,64,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_54,3,10,10,70,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_50,4,9,10,67,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_48,3,9,11,72,1.0,A,12,validos,12,Matriculado
203,2012,Desertor,curso_47,3,9,11,42,2.0,R,12,validos,12,Matriculado
203,2012,Desertor,curso_47,3,9,12,74,2.0,A,12,validos,12,Desertor
203,2012,Desertor,curso_55,4,10,12,14,1.0,R,12,validos,12,Desertor
85,2012,Matriculado,curso_2,6,1,1,42,2.0,R,12,validos,12,Matriculado
85,2012,Matriculado,curso_1,6,1,1,42,2.0,R,12,validos,12,Matriculado
85,2012,Matriculado,curso_3,3,1,1,42,2.0,R,12,validos,12,Matriculado
85,2012,Matriculado,curso_2,6,1,2,71,2.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_1,6,1,2,75,2.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_3,3,1,2,68,2.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_8,3,2,3,81,1.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_6,4,2,3,42,3.0,R,12,validos,12,Matriculado
85,2012,Matriculado,curso_5,4,2,3,61,1.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_7,3,2,3,57,1.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_4,4,2,3,58,1.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_9,4,3,4,64,1.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_14,2,3,4,70,1.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_6,4,2,4,42,3.0,R,12,validos,12,Matriculado
85,2012,Matriculado,curso_13,2,3,4,80,1.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_10,4,3,4,61,1.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_12,4,3,4,42,2.0,R,12,validos,12,Matriculado
85,2012,Matriculado,curso_6,4,2,5,57,3.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_24,3,5,5,68,1.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_16,4,4,5,58,1.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_12,4,3,5,70,2.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_19,3,4,6,71,1.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_25,3,5,6,77,1.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_17,5,4,6,64,1.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_20,4,4,6,42,2.0,R,12,validos,12,Matriculado
85,2012,Matriculado,curso_11,4,3,6,42,2.0,R,12,validos,12,Matriculado
85,2012,Matriculado,curso_22,3,5,7,62,1.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_20,4,4,7,70,2.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_11,4,3,7,58,2.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_18,3,4,8,67,1.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_27,4,5,8,42,2.0,R,12,validos,12,Matriculado
85,2012,Matriculado,curso_23,4,5,8,68,1.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_26,4,5,8,64,1.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_27,4,5,9,58,2.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_29,4,6,9,64,1.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_30,3,6,9,42,2.0,R,12,validos,12,Matriculado
85,2012,Matriculado,curso_36,3,7,10,71,1.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_37,3,7,10,64,1.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_28,3,6,10,61,1.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_41,2,8,10,70,1.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_30,3,6,10,67,2.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_31,4,6,10,64,1.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_38,4,7,11,42,2.0,R,12,validos,12,Matriculado
85,2012,Matriculado,curso_34,3,7,11,64,1.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_39,3,7,11,65,1.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_44,4,8,11,65,1.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_43,3,8,11,57,1.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_35,3,7,11,58,1.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_42,4,8,12,71,1.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_38,4,7,12,64,2.0,A,12,validos,12,Matriculado
85,2012,Matriculado,curso_45,4,8,12,58,1.0,A,12,validos,12,Matriculado
367,2012,Eliminado,curso_2,6,1,1,14,2.0,R,12,validos,2,Matriculado
367,2012,Eliminado,curso_1,6,1,1,14,2.0,R,12,validos,2,Matriculado
367,2012,Eliminado,curso_3,3,1,1,35,2.0,R,12,validos,2,Matriculado
367,2012,Eliminado,curso_2,6,1,2,14,2.0,R,12,validos,2,Eliminado
367,2012,Eliminado,curso_1,6,1,2,14,2.0,R,12,validos,2,Eliminado
367,2012,Eliminado,curso_3,3,1,2,35,2.0,R,12,validos,2,Eliminado
595,2012,Desertor,curso_2,6,1,1,42,2.0,R,12,validos,6,Matriculado
595,2012,Desertor,curso_1,6,1,1,57,1.0,A,12,validos,6,Matriculado
595,2012,Desertor,curso_3,3,1,1,42,2.0,R,12,validos,6,Matriculado
595,2012,Desertor,curso_2,6,1,2,60,2.0,A,12,validos,6,Matriculado
595,2012,Desertor,curso_3,3,1,2,60,2.0,A,12,validos,6,Matriculado
595,2012,Desertor,curso_7,3,2,2,42,3.0,R,12,validos,6,Matriculado
595,2012,Desertor,curso_4,4,2,2,42,2.0,R,12,validos,6,Matriculado
595,2012,Desertor,curso_8,3,2,3,75,1.0,A,12,validos,6,Matriculado
595,2012,Desertor,curso_6,4,2,3,42,3.0,R,12,validos,6,Matriculado
595,2012,Desertor,curso_5,4,2,3,57,1.0,A,12,validos,6,Matriculado
595,2012,Desertor,curso_7,3,2,3,42,3.0,R,12,validos,6,Matriculado
595,2012,Desertor,curso_4,4,2,3,58,2.0,A,12,validos,6,Matriculado
595,2012,Desertor,curso_9,4,3,4,42,3.0,R,12,validos,6,Matriculado
595,2012,Desertor,curso_6,4,2,4,42,3.0,R,12,validos,6,Matriculado
595,2012,Desertor,curso_13,2,3,4,71,1.0,A,12,validos,6,Matriculado
595,2012,Desertor,curso_7,3,2,4,60,3.0,A,12,validos,6,Matriculado
595,2012,Desertor,curso_10,4,3,4,57,1.0,A,12,validos,6,Matriculado
595,2012,Desertor,curso_9,4,3,5,42,3.0,R,12,validos,6,Matriculado
595,2012,Desertor,curso_14,2,3,5,65,1.0,A,12,validos,6,Matriculado
595,2012,Desertor,curso_6,4,2,5,71,3.0,A,12,validos,6,Matriculado
595,2012,Desertor,curso_12,4,3,5,14,2.0,R,12,validos,6,Matriculado
595,2012,Desertor,curso_9,4,3,6,57,3.0,A,12,validos,6,Desertor
595,2012,Desertor,curso_24,3,5,6,51,1.0,R,12,validos,6,Desertor
595,2012,Desertor,curso_11,4,3,6,27,1.0,R,12,validos,6,Desertor
595,2012,Desertor,curso_12,4,3,6,14,2.0,R,12,validos,6,Desertor
278,2012,Eliminado,curso_2,6,1,1,50,2.0,R,12,validos,2,Matriculado
278,2012,Eliminado,curso_1,6,1,1,67,1.0,A,12,validos,2,Matriculado
278,2012,Eliminado,curso_3,3,1,1,67,1.0,A,12,validos,2,Matriculado
278,2012,Eliminado,curso_8,3,2,2,77,1.0,A,12,validos,2,Eliminado
278,2012,Eliminado,curso_2,6,1,2,50,2.0,R,12,validos,2,Eliminado
278,2012,Eliminado,curso_7,3,2,2,51,1.0,R,12,validos,2,Eliminado
278,2012,Eliminado,curso_4,4,2,2,44,1.0,R,12,validos,2,Eliminado
8,2012,Eliminado,curso_2,6,1,1,31,2.0,R,12,validos,2,Matriculado
8,2012,Eliminado,curso_1,6,1,1,28,2.0,R,12,validos,2,Matriculado
8,2012,Eliminado,curso_3,3,1,1,65,1.0,A,12,validos,2,Matriculado
8,2012,Eliminado,curso_8,3,2,2,44,1.0,R,12,validos,2,Eliminado
8,2012,Eliminado,curso_2,6,1,2,31,2.0,R,12,validos,2,Eliminado
8,2012,Eliminado,curso_1,6,1,2,28,2.0,R,12,validos,2,Eliminado
10,2012,Eliminado,curso_2,6,1,1,42,2.0,R,12,validos,4,Matriculado
10,2012,Eliminado,curso_1,6,1,1,42,2.0,R,12,validos,4,Matriculado
10,2012,Eliminado,curso_3,3,1,1,42,2.0,R,12,validos,4,Matriculado
10,2012,Eliminado,curso_2,6,1,2,57,2.0,A,12,validos,4,Matriculado
10,2012,Eliminado,curso_1,6,1,2,57,2.0,A,12,validos,4,Matriculado
10,2012,Eliminado,curso_3,3,1,2,64,2.0,A,12,validos,4,Matriculado
10,2012,Eliminado,curso_8,3,2,3,92,1.0,A,12,validos,4,Matriculado
10,2012,Eliminado,curso_6,4,2,3,51,2.0,R,12,validos,4,Matriculado
10,2012,Eliminado,curso_5,4,2,3,44,2.0,R,12,validos,4,Matriculado
10,2012,Eliminado,curso_7,3,2,3,42,2.0,R,12,validos,4,Matriculado
10,2012,Eliminado,curso_4,4,2,3,54,2.0,R,12,validos,4,Matriculado
10,2012,Eliminado,curso_9,4,3,4,57,1.0,A,12,validos,4,Eliminado
10,2012,Eliminado,curso_6,4,2,4,51,2.0,R,12,validos,4,Eliminado
10,2012,Eliminado,curso_13,2,3,4,80,1.0,A,12,validos,4,Eliminado
10,2012,Eliminado,curso_5,4,2,4,44,2.0,R,12,validos,4,Eliminado
10,2012,Eliminado,curso_7,3,2,4,62,2.0,A,12,validos,4,Eliminado
10,2012,Eliminado,curso_4,4,2,4,54,2.0,R,12,validos,4,Eliminado
272,2012,Desertor,curso_2,6,1,1,27,1.0,R,12,validos,1,Desertor
272,2012,Desertor,curso_1,6,1,1,32,1.0,R,12,validos,1,Desertor
272,2012,Desertor,curso_3,3,1,1,41,1.0,R,12,validos,1,Desertor
532,2012,Titulado,curso_2,6,1,1,64,1.0,A,12,validos,11,Matriculado
532,2012,Titulado,curso_1,6,1,1,77,1.0,A,12,validos,11,Matriculado
532,2012,Titulado,curso_3,3,1,1,42,2.0,R,12,validos,11,Matriculado
532,2012,Titulado,curso_9,4,3,2,64,1.0,A,12,validos,11,Matriculado
532,2012,Titulado,curso_6,4,2,2,68,1.0,A,12,validos,11,Matriculado
532,2012,Titulado,curso_3,3,1,2,71,2.0,A,12,validos,11,Matriculado
532,2012,Titulado,curso_5,4,2,2,71,1.0,A,12,validos,11,Matriculado
532,2012,Titulado,curso_7,3,2,2,57,1.0,A,12,validos,11,Matriculado
532,2012,Titulado,curso_4,4,2,2,67,1.0,A,12,validos,11,Matriculado
532,2012,Titulado,curso_8,3,2,3,82,1.0,A,12,validos,11,Matriculado
532,2012,Titulado,curso_10,4,3,3,77,1.0,A,12,validos,11,Matriculado
532,2012,Titulado,curso_11,4,3,3,60,1.0,A,12,validos,11,Matriculado
532,2012,Titulado,curso_12,4,3,3,42,2.0,R,12,validos,11,Matriculado
532,2012,Titulado,curso_18,3,4,4,58,1.0,A,12,validos,11,Matriculado
532,2012,Titulado,curso_14,2,3,4,58,1.0,A,12,validos,11,Matriculado
532,2012,Titulado,curso_13,2,3,4,71,1.0,A,12,validos,11,Matriculado
532,2012,Titulado,curso_16,4,4,4,42,2.0,R,12,validos,11,Matriculado
532,2012,Titulado,curso_17,5,4,4,71,1.0,A,12,validos,11,Matriculado
532,2012,Titulado,curso_27,4,5,4,57,1.0,A,12,validos,11,Matriculado
532,2012,Titulado,curso_12,4,3,4,62,2.0,A,12,validos,11,Matriculado
532,2012,Titulado,curso_19,3,4,5,74,1.0,A,12,validos,11,Matriculado
532,2012,Titulado,curso_24,3,5,5,64,1.0,A,12,validos,11,Matriculado
532,2012,Titulado,curso_16,4,4,5,67,2.0,A,12,validos,11,Matriculado
532,2012,Titulado,curso_20,4,4,5,68,1.0,A,12,validos,11,Matriculado
532,2012,Titulado,curso_26,4,5,5,65,1.0,A,12,validos,11,Matriculado
532,2012,Titulado,curso_25,3,5,6,67,1.0,A,12,validos,11,Matriculado
532,2012,Titulado,curso_22,3,5,6,42,2.0,R,12,validos,11,Matriculado
532,2012,Titulado,curso_28,3,6,6,64,1.0,A,12,validos,11,Matriculado
532,2012,Titulado,curso_23,4,5,6,64,1.0,A,12,validos,11,Matriculado
532,2012,Titulado,curso_30,3,6,6,64,1.0,A,12,validos,11,Matriculado
532,2012,Titulado,curso_31,4,6,6,42,2.0,R,12,validos,11,Matriculado
532,2012,Titulado,curso_22,3,5,7,70,2.0,A,12,validos,11,Matriculado
532,2012,Titulado,curso_38,4,7,7,42,2.0,R,12,validos,11,Matriculado
532,2012,Titulado,curso_34,3,7,7,65,1.0,A,12,validos,11,Matriculado
532,2012,Titulado,curso_29,4,6,7,65,1.0,A,12,validos,11,Matriculado
532,2012,Titulado,curso_31,4,6,7,64,2.0,A,12,validos,11,Matriculado
532,2012,Titulado,curso_42,4,8,8,72,1.0,A,12,validos,11,Matriculado
